input_corrector,output_corrector,tag,explanation
"Se ben é certo que a falta de mentes privilexiadas escasea, non creo que que os rapaces queiran ser futbolistas ou modelos sexa algo malo.","Se ben é certo que a falta de mentes privilexiadas escasea, non creo que que os rapaces queiran ser futbolistas ou modelos sexa algo malo.",1,"A etiqueta 1 asígnase porque o output_corrector coincide co input_corrector, pero o corrector non resolveu o problema presente na entrada. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Neste caso fala dese conflicto pero existen moitos máis.,Neste caso fala deses conflictos pero existen moitos máis.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “dese” e “conflicto”.
Non pensa nas repercusións que pode ter.,non pense nas repercusións que pode ter,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
A infancia e a mocidade soña con ser futbolista e modelo porque son traballos sinxelos e no que gañan moito diñeiro pero a realidade é que non todo o mundo pode ser futbolista ou modelo.,A infancia e a mocidade soñaban con ser futbolistas e modelos porque eran empregos simples nos que gañaban moito diñeiro mais a realidade era que non todos podían ser futbolistas ou modelos.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Non só as novas xeracións están implicadas nestes ámbitos, eu creo que todos en maior ou menor medida dexesamos dedicarnos algunha vez a algo relacionado con estes dous mundos.","Non só as novas xeracións están implicadas nestes ámbitos, eu creo que todos en maior ou menor medida desexamos dedicarnos algunha vez a algo relacionado con estes dous mundos.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Eu penso que se debería empezar a apostar por unha sociedade na que se desenvolvan ámbitos como o do cine o do teatro ou algo que revalorize a cultura galega, unha das cousas que nos implica a todos e que por desgraza está moi pouco desenvolta.","Eu penso que se deberíamos comezar a apostar por unha sociedade na que se desenvolvesen ámbitos coma o da arte ou algo que valorizase a nosa cultura, unha das cousas que nos implican a todas e que por desgraza está moi pouco desenvolvida.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a falta de acentuación en palabras como “cine” e “teatro”."
"Se desenboca nisto, a familia terá un grave problema, posto que isto non axuda a súa unión, o contrario separaa máis.","Se desenvólvese neste, a familia terá un grave problema, pois isto non axuda á súa unión, senón que a separa aínda máis.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector, cambiando “desenboca” por “desenvólvese” e “separaa” por “separa”, e ademais, corrixiu a oración para que sexa gramaticalmente correcta."
"Pero aínda que nos comprendan teñen que nos marcar unhas directrices a seguir, xa que somos inespertos e tomamos decisións aloucadas e sen unha previa meditación, e por riba non pensamos no noso futuro solo no presente, en pasalo ben e disfrutar ata o último segundo de todo.","Pero aínda que nos comprendan teñen que nos marcar unhas directrices a seguir, xa que somos inexpertos e tomamos decisións aloucadas e sen unha previa meditación, e por riba non pensamos no noso futuro só no presente, en pasalo ben e desfrutar ata o último segundo de todo.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “inespertos” e “tomamos”, e tamén corrixiu a falta de acento en “só”."
"No texto temos o exemplo dunha filla, Vanesa, que discute cos seus pais porque quere ir mercar ropa nova e eles neganse coa excusa de que xa ten moita no seu armario.","No texto temos o exemplo dunha filla, Vanessa, que discute cos seus pais porque quere ir comprar roupa nova e eles négranse coa excusa de que xa ten moito na súa armaria.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"O problema é que as veces a razón temola nos, e eles case nunca o admiten, e por isto que moitos adolescentes revelanse e o que podía ser unha simple conversación domestica convertese nunha grave discusión.","O problema é que ás veces a razón témolo nós, e eles case nunca o admiten, e por iso que moitos adolescentes revo...",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Na época da adolescencia é moi común que a xuventude sea abariciosa e non se den conta do que implica comprar certas cousas.,Na época da adolescencia é moi común que a mocidade sexa avariciosa e non se decaten do que implica mercar certas cousas.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Por ultimo, cave destacar que e mais facil que un neno xogue ao futbol que so necesita un balón en vez de xogar o laboratorio que necesita ferramentas, polo que é mais facil que o futbol se achegue a mocidade.","Por último, cabe destacar que é máis fácil que un neno xoga ao fútbol que só precisa unha pelota en vez de xogar no laboratorio que require ferramentas, polo que é máis fácil que o fútbol se aproxime á mocidade.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a confusión entre palabras semellantes."
A día de hoxe bombardéasenos con noticias vanais constantemente deixando totalmente de lado a cultura ou os novos descubrimentos científicos.,A día de hoxe bombardeánsenos con noticias vanas constantemente deixando totalmente de lado a cultura ou os novos descubrimentos científicos.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Nalgúns casos os pais teñen unha visión do que é mellor para o seu fillo incorrecto.,Nalgúns casos os pais teñen unha visión do que é mellor para o seu fillo incorrecta.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Co paso dos anos a xuventude cada vez sieguen a mais xente e queren ser coma eles.,Co paso do tempo a mocidade segue a atraer máis xente que quere imitarlles.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Esta é a razón pola que estou de acordo coa autora, porque calqueira pode soñar con ser futbolista ou modelo pero hai que saber soñar e saber escoller, pois a cultura xeralmente abre máis portas e non termina sendo tóxico para o coñecemento social tanto como o fai ese mundo do que tantos falan.","Esta é a razón pola que estou de acordo coa autora, porque calquera pode soñar con ser futbolista ou modelo pero hai que saber soñar e saber escoller, pois a cultura xeralmente abre máis portas e non remata sendo tóxica para o coñecemento social tanto coma ese mundo do que tantos falan.",0,"O output_corrector é adecuado porque corrixiu os erros de concordancia verbal e de concordancia de xénero entre “calquera” e “soñar” e entre “hai” e “escoller”, e tamén corrixiu a falta de acento nos verbos “soñar” e “remata”."
Polo tanto a sociedade vai un pouco sen rumbo e debería abrirse máis aos seus verdadeiras preferencias o que levará a que se den a coñecer as persoas e as cousas que realmente son importantes.,"Polo tanto a sociedade vai un pouco sen rumbo e debería abrirse máis ás súas verdades preferencias, o cal levaría á luz as persoas e as cousas verdadeiramente importantes.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Para concluir, hai moitas casos de violencia contra os pais por eses argumentos que din.","Para concluír, hai moitos casos de violencia contra os pais por estes argumentos que din.",0,O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “concluir” e “casos”.
"Os conflitos familiares son moi peculiares en todas as familias, xa que todos teñen falta de fala, debido a que non intercambian conversas, polo tanto a familia non comprende o que lle pasa o fillo, nin el aos pais.","Os conflitos familiares son moi peculiares en todas as familias, xa que todos teñen falta de fala, debido a que non intercambian conversas, polo tanto a familia non comprende o que lle pasa ó fillo, nin el ós seus pais.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Hoxe en día os adolescentes cren que poden facer o que eles queiran e tratan a súa familia como lles veña en gana.,Hoxe en día os adolescentes cren que poden facer o que queren e tratan á súa familia coma lles veña en gana.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Ademais da violencia física tamén está a psicolóxica que soen estar ligadas nestes tipo de casos, nos que estes adolescentes incontrolables manipulan aos demáis.","Ademais da violencia física tamén está a psicoloxía que soen estar ligada nestes tipos de casos, onde estes adolescentes descontrolados manipulan ós demais.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “psicolóxica” e “que”, e tamén corrixiu a forma incorrecta de “soen” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “soen estar” por “"
"Como ela mismo di, o feito de que a infancia e a mocidade soñe con ser futbolista ou modelo non é algo do que sentirse verdadeiramente orgulloso.","Como ela mesma di, o feito de que a infancia e a mocidade soñen con ser futbolista ou modelo non é algo do que se sinta verdadeiramente orgullosa.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Ben, é realmente triste que a xente nova de hoxe en día, pense que vai ter unha vida máis fácil polo feito de ser coñecido por todo o mundo e facer algo para o que vales xa sen estudar.","Ben, é realmente triste que a xente nova de hoxe en día, pense que vai ter unha vida máis fácil polo feito de ser coñecida por todo o mundo e facer algo para o que vales xa sen estudar.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Hai que deixarse de sensacionalismo e pensar no ben común non en facerse rico pola cara, porque ao final isto o que fomenta é un futuro cheo de xente inculta coa súa fama frustrada.","Hai que deixase de sensacionalismo e pensar no ben común non en hacerse rico pola cara, porque ao final isto o que fomenta é un futuro cheo de xente inculta coa súa fame frustrada.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Neste caso e observando o que expón a autora situome no seu bando.,Neste caso e observando o que expón a autora situome no seu bando.,1,"A etiqueta 1 asígnase porque o output_corrector coincide co input_corrector, pero o corrector non resolveu o problema presente na entrada. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Tamén comezamos a xogar ó fútbol e a velo, comezamos a ter a consciencia de que esa xente que sae na tele dándolle patadas a un balón gaña o dobre ou incluso o triple ca os nosos pais.","Tamén comezamos a xogar ó fútbol e a velo, comezamos a ter a consciencia de que esa xente que sae na tele dándolles patacas a un balón gañan o dobre ou mesmo o triplo dos nosos pais.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Na miña opinión esto e unha auténtica locura.,Na miña opinión isto é unha auténtica loucura.,0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “esto” e “unha auténtica locura”, cambiando a forma incorrecta por unha correcta."
"A mocidade e a infancia soña con ser futbolista ou modelo xa que, baixo a miña opinión, eso é o que nos mostran dende que somos cativos.","A mocidade e a infancia soñan cos ser futbolista ou modelo xa que, baixo a miña opinión, iso é o que nos mostran desde que somos cativos.",0,"O output_corrector é adecuado porque corrixiu o erro de pluralización e a colocación de coma, que estaba presente no input_corrector."
Penso que vale moito máis unha mente sana nun corpo sán que a beleza exterior.,Penso que vale moito máis unha mente saudable nun corpo sa do que a beleza externa.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Debido a esto, moitos dos xovenes creen que poden chegar a un nivel semellante pero a realidade e que moitos non poderan chegar ao nivel destes xogadores profesionais.","Debido a isto, moitos dos mozos cren que poden chegar a un nivel similar pero a realidade é que moitos non poderán chegar ao nivel deses xogadores profesionais.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a falta de acento nos artigos e pronomes."
"Por iso, a comprensión e a paciencia son o máis importante.","Por iso, a comprensión e a paciencia son o máis importantes.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
A maioría deles non acabaran sendo nada diso.,A maioría deles non acabarían sendo nada diso.,0,O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “acabaran” e “serían”.
Débese en boa parte ao consentimento dos pais e a mala educación que provoca isto nos fillos.,Debe en boa parte o consentimento dos pais e a mala educación que provoca isto nos fillos.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Hoxe en día as novas xeracións, traen consigo unha mentalidade un pouco distorsionada do que é realmente o mundo, quizás sexa porque o mundo cambiou con respecto as máis vellas xeracións, xa que nestes momentos, estamos todos moi implicados nos mundos da moda ou do fútbol.","Hoxe en día as novas xeracións, traen consigo unha mentalidade un pouco distorsionada do que é realmente o mundo, quizais sexa porque o mundo cambiou con respecto ás máis vellas xeracións, xa que nestes momentos, estamos todos moi implicados no mundo da moda ou do fútbol.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
A roupa é a mesma pero de diferentes prezos según a marca ou o lugar.,A roupa é a mesma pero de diferentes prezos segundo a marca ou o lugar.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Os nosos pais sempre queren que teñamos as mellores cousas, pero sempre tendo en conta o soldo que gaña cada un.","Os nosos pais sempre queren que teñamos as mellores cousas, mais sempre tendo en conta o soldo que gañan cada un.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “mais” e “soldo”.
da cultura e o esforzo diario.,da cultura e do esforzo diario.,0,O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “e” e “esforzo”.
"Non sempre, pero si hai un tempo, a televisión está chea de pasarelas, concursos de beleza, etc... As rapazas ao ver a estás ""princesas"" andando non dubidan en intentar ser coma elas.","Non sempre, senón que hai un tempo, a televisión está chea de pasarelas, concursos de beleza, etc… As rapazas ao ver estas “princesas” andan non dubidan en tentar ser como elas.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector, cambiando a coma por un punto e virgula e corrixindo a forma de plural de “princesas”."
As veces existen diferencias entre pais e fillos como estas.,As veces existen diferenças entre pais e fillos coma esta.,1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Este suceso, cada vez máis frecuente, é un reflexo perfecto da situación actual, e a toxicidade producida por, maioritariamente, os medios de comunicación.","Este suceso, cada vez máis frecuente, é un reflexo perfecto da situación actual, e a toxicidade producida polos medios de comunicación.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Cada vez danse máis os casos de conflictos familiares, un tema que non se lle soe dar moita importancia pero que afecta moito nestes ámbitos familiares.","Cada vez danse máis os casos de conflitos familiares, un tema que non se lle costuma dar demasiada importancia mais que afecta moito nestas áreas familiares.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
A sociedade non pode pensar nun traballo como o futbol e modelo porque con iso non se chega a ningún lado sé se quere que a economía e a sociedade do pais mellore.,A sociedade non pode pensar nun traballo coma o fútbol e o modelo porque con iso non se chega a ningún lado se se quere que a economía e a sociedade do país melloren.,0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a falta de acentos e a ortografía incorrecta en palabras como'sociedade' e 'fútbol', e tamén corrixiu a gramática e a sintaxe para que o texto sexa correcto e claro."
"Dende as orixes da humanidade, o feito de comer é algo indiscutiblemente necesario para a nosa vivencia.","Dende as orixes da humanidade, o feito de comer é algo indiscutibelmente necesario para a nosa vivencia.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Na nosa sociedade, tanto o consumismo como a produtividade teñen moita importancia, xa que todas as persoas son consumidoras cando mercan algo, e detrás deste consumismo atópanse numerosas industrias encargadas da produtividade.","Na nosa sociedade, tanto o consumismo coma a produtividade teñen moita importancia, xa que todas as persoas son consumidoras cando compran algo, e detrás deste consumismo están numerosas industrias encargadas da produtividade.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Esta situación de crise afecta directamente ao consumismo, que nos últimos anos estase reducindo como consecuencia da necesidade de aforrar.","Esta situación de crise afecta directamente o consumismo, que nos últimos anos estase reducindo como consecuencia da necesidade de aforrar.",0,O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “a” e “consumismo”.
"En canto a produtividade, o descenso do consumismo tamén está provocando un leve descenso desta, observable no aumento do paro, o que tamén provoca que as familias aforren o máximo diñeiro posible por se algún dos membros queda sen traballo.","En canto á produtividade, o descenso do consumismo tamén está provocando un leve descenso dela, observable no aumento do paro, o cal tamén provoca que as familias aforren o máximo diñeiro posible por se algún deles fica sen traballo.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Isto provoca o chamado ""círculo vicioso"", no que o consumismo e a produtividade cada vez descenden máis e nos aforramos todo o posible, o que provoca que o consumismo e a produtividade descendan, un círculo do que, hoxe en día, parece difícil saír del","Isto provoca o chamado “círculo vicioso”, no que o consumismo e a produtividade cada vez descenden máis e nos aforramos todo o posible, o que provoca que o consumismo e a produtividade descendan, un círculo do que, hoxe en día, parece difícil saír del ©",0,"O output_corrector é adecuado porque corrixiu o erro de acentuación e acentos no input_corrector, mellorando a gramática e a ortografía."
"O mundo funciona coa producción e a consumición, tanto aplicado as persoas como os animais.","O mundo funciona coa produción e a consumo, tanto aplicada ás persoas coma aos animais.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Actualmente, a situación da crise económica, causou moitos estragos na producción e no consumismo.","Actualmente, a situación da crise económica, causou moitos estragos na produción e no consumo.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “producción” e “consumo”, que era incorrecto."
"A diminución salarial, o aumento de paro,... fai que as persoas teñan menos diñeiro, chegando a situacións de pobreza, que dificulta o consumismo provocando falta de colleitas e diminución da produción agrícola; se a iso sumámoslle o cambio climático a situación pode chegar a ser catastrófica nun futuro.","A diminución salarial, o aumento do desemprego,... fan que as persoas teñan menos cartos, chegando a situacións de pobreza, que dificulten o consumo provocando fame e diminuíndo a produción agrícola; se á iso lle sumamos o cambio climático a situación pode chegar a ser catastrófica nun futuro.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a falta de acentuación en palabras como “fán” e “dificulten”."
"É moi difícil atopar un caso de supervivencia sen el, sobre todo, se falamos dos países occidentais e máis desenvoltos nos que é imposible atopalos.","É moi difícil atopar un caso de supervivencia sen el, especialmente, se falamos dos países occidentais e máis desenvolvidos nos que é practicamente imposíbel atopalo.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Nos medios de comunicación son continuos os anuncios e as mensaxes que nos conlevan a consumir e a converternos plenamente nunha sociedade capitalista.,Nos medios de comunicación son continuos os anuncios e as mensaxes que nos invitan a consumir e a convertirnos plenamente nunha sociedade capitalista.,0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “conlevan” e “convertirnos”, cambiando a expresión para que sexa gramaticalmente correcta."
"O coñecemento, o esforzo, a cultura e o traballo duro; e non deixarnos ir polo camino que impartese só pola fama e riqueza.","O coñecemento, o esforzo, a cultura e o traballo duro; e non deixármonos ir polo camiño que impónse só pola fame e riqueza.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Na miña opinión, ambas partes na maioría dos casos teñen a súa parte de razón, tanto pais como fillos.","Na miña opinión, ambas partes na maioría dos casos teñen a súa parte de razón, tanto pais coma fillos.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"O propósito que ten o autor con este texto e mostrarnos os problemas familiares, entre pais e os seus fillos, cando son adolescentes.","O propósito que ten o autor deste texto é mostranos os problemas familiares, entre pais e os seus fillos, cando son adolescentes.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector, cambiando a coma por un punto e acentuando a preposición ""de"" para unha mellor comprensión."
Cando lle preguntas a un neno que quere ser de maior a maioría responde con futbolista.,Cando lle preguntas a un neno que quere ser de maior a maioría responden con futbolista.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “responde” e “futbolista”.
"Mentres tanto os medicos, os cales traballaron duramente para chegar a onde estan (moitos máis que calquer futbolista) cuns estudios avanzados, non ganan nin a mitade que algúns destes deportistas e son moito máis irrecoñecidos (existindo futbolistas que non teñen nin a ESO).","Mentres tanto os médicos, os cales traballaron arduamente para chegar a onde están (moitos máis ca ningún futbolista) cunos estudos avanzados, non gañan nin á metade do que gañarán algúns deses deportistas e son moito menos recoñecibles (existiendo futbolistas que nin sequera remataron o ensino secundario obrigatorio).",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, mellorando a gramática e a corrección."
O mesmo pasa cos rapaces ao ver ao seu correspondente equipo xogar pola televisión.,O mesmo pasa cos rapaces ao ver o seu correspondente equipo xogar pola televisión.,0,O output_corrector é adecuado porque corrixiu o erro do input_corrector entre “ao” e “seu”.
"É moi triste a forma actual de educar aos adolescentes en liñas xerais, pois penso que as recompensas deberían ir precedidas dalgún esforzo, como ocurre normalmente.","É moi triste a forma actual de educar ós adolescentes en liñas xerais, pois penso que as recompensas deberían ir precedidas dun esforzo, coma ocorre normalmente.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"A televisión xa véndenos a parte boa da situación como, por exemplo, un fichaje de fútbol por millóns de euros ou un desfile dun modelo no que gaña moito diñeiro.","A televisión xa nos vénde a parte boa da situación coma, por exemplo, un ficheixe de fútbol por millóns de euros ou un desfiles dun modelo no que gañe moito diñeiro.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
Esta situación que estase a dar no texto seguramente pasoulle a calquer nai o pai que vivan xuntos xa que moitas veces por exemplo teño preguntado a miña nai se podía comprar algo é como me dicía que non ía onde estivera meu pai a a preguntarllo a él.,"Esta situación que se está a dar no texto seguramente pasou a calquera nai ou pai que viven xuntas xa que moitas veces, por exemplo, tiven que preguntarlle á miña nai se podía mercar algo e ela respondíame que non ía onde estivese o meu pai para lle preguntarllo a el.",0,"O output_corrector é adecuado porque corrixiu os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a falta de acentos nos artigos e pronomes."
"Moitos deportistas, ademais, recoñecen que case non teñen estudos e chegaron ahí unicamente porque a alguén gustoulle como xogaba a ese deporte.","Moito deportista, ademais, recoñece que case non ten estudos e chegou aí unicamente porque a alguén lle gustaba como xogara a ese deporte.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Respecto aos conflitos familiares, dou por sentado que este conflito trátase de que a nai de Vanesa non lle deu diñeiro para comprar roupa ou que non lle deixou ir a comprala; polo que chamou ao pai.","Respectaos conflitos familiares, dou por suposto que este conflito trata de que a nai de Vanessa non lle deu cartos para mercar roupa ou que non lle permitiu saír a mercala; polo tanto, chamou o seu pai.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Por outra banda, a autora expón que na actualidade podese atopar xente galega destacando en diferentes campos culturais.","Por outra parte, a autora expón que na actualidade podemos encontrar xente galega destacando en diversos campos culturais.",0,"O output_corrector é adecuado porque corrixiu o erro do input_corrector, cambiando “Por outra banda” por “Por outra parte”, e “podese” por “podemos”, o que mellora a corrección gramatical e a claridade da oración."
"A autora neste texto pretende mostrar que hoxe en día sábese moito das celebridades e dos famosos, sobre todo se o seu comportamento non é o máis axeitado pero descoñécese moitas cousas que teñen que ver coa cultura, son cousas que parece que a ninguén lle interesan.","A autora deste texto pretende mostrar que hoxe en día sabémolo moito das celebridades e dos famosos, especialmente se o seu comportamento non é o máis axeitado mais descoñecemos moitas cousas que teñen que ver coa cultura, son cousas que parecen que a ninguén lles interesa.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
"Outro punto a resaltar sería que os pais no deberían deixar que a rapaza fixese o que ela queira, xa que ese tipo de problemas familiares danse ao deixar aos fillos facer o que queiran sen impoñer ningún límite.","Outro punto a resaltar sería que os pais non deberían deixar que a rapaza fixese o que ela queira, xa que ese tipo de problemas familiares danse ao deixar aos fillos facer o que queiran sen impor ningún límite.",1,"A etiqueta 1 asígnase porque o output_corrector non pode considerarse correcto xa que introduce un problema gramatical novo. Non foi posible extraer unha avaliación válida do modelo, polo que se aplica unha saída conservadora que require revisión manual."
