input_corrector,output_corrector,gold_standard,tag
A infancia e a mocidade soña con ser futbolista e modelo porque son traballos sinxelos e no que gañan moito diñeiro pero a realidade é que non todo o mundo pode ser futbolista ou modelo.,A infancia e a mocidade soñaban con ser futbolistas e modelos porque eran empregos simples nos que gañaban moito diñeiro mais a realidade era que non todos podían ser futbolistas ou modelos.,"A infancia e a mocidade soña con ser futbolista e modelo porque son traballos sinxelos e nos que gañan moito diñeiro, pero a realidade é que non todo o mundo pode ser futbolista ou modelo.",1
"Non só as novas xeracións están implicadas nestes ámbitos, eu creo que todos en maior ou menor medida dexesamos dedicarnos algunha vez a algo relacionado con estes dous mundos.","Non só as novas xeracións están implicadas nestes ámbitos, eu creo que todos en maior ou menor medida desexamos dedicarnos algunha vez a algo relacionado con estes dous mundos.","Non só as novas xeracións están implicadas nestes ámbitos. Eu creo que todos, en maior ou menor medida, desexamos dedicarnos algunha vez a algo relacionado con estes dous mundos.",1
"Eu penso que se debería empezar a apostar por unha sociedade na que se desenvolvan ámbitos como o do cine o do teatro ou algo que revalorize a cultura galega, unha das cousas que nos implica a todos e que por desgraza está moi pouco desenvolta.","Eu penso que se deberíamos comezar a apostar por unha sociedade na que se desenvolvesen ámbitos coma o da arte ou algo que valorizase a nosa cultura, unha das cousas que nos implican a todas e que por desgraza está moi pouco desenvolvida.","Eu penso que se debería empezar a apostar por unha sociedade na que se desenvolvan ámbitos como o do cine, o do teatro ou algo que revalorice a cultura galega, unha das cousas que nos implica a todos e que por desgraza está moi pouco desenvolvida.",1
"Se desenboca nisto, a familia terá un grave problema, posto que isto non axuda a súa unión, o contrario separaa máis.","Se desenvólvese neste, a familia terá un grave problema, pois isto non axuda á súa unión, senón que a separa aínda máis.","Se desemboca nisto, a familia terá un grave problema, posto que isto non axuda á súa unión, ó contrario, sepáraa máis.",1
"Pero aínda que nos comprendan teñen que nos marcar unhas directrices a seguir, xa que somos inespertos e tomamos decisións aloucadas e sen unha previa meditación, e por riba non pensamos no noso futuro solo no presente, en pasalo ben e disfrutar ata o último segundo de todo.","Pero aínda que nos comprendan teñen que nos marcar unhas directrices a seguir, xa que somos inexpertos e tomamos decisións aloucadas e sen unha previa meditación, e por riba non pensamos no noso futuro só no presente, en pasalo ben e desfrutar ata o último segundo de todo.","Pero aínda que nos comprendan teñen que nos marcar unhas directrices a seguir, xa que somos inexpertos e tomamos decisións aloucadas e sen unha previa meditación, e por riba non pensamos no noso futuro, só no presente, en pasalo ben e gozar ata o último segundo de todo.",1
"No texto temos o exemplo dunha filla, Vanesa, que discute cos seus pais porque quere ir mercar ropa nova e eles neganse coa excusa de que xa ten moita no seu armario.","No texto temos o exemplo dunha filla, Vanessa, que discute cos seus pais porque quere ir comprar roupa nova e eles négranse coa excusa de que xa ten moito na súa armaria.","No texto temos o exemplo dunha filla, Vanesa, que discute cos seus pais porque quere ir mercar roupa nova e eles néganse coa escusa de que xa ten moita no seu armario.",1
"O problema é que as veces a razón temola nos, e eles case nunca o admiten, e por isto que moitos adolescentes revelanse e o que podía ser unha simple conversación domestica convertese nunha grave discusión.","O problema é que ás veces a razón témolo nós, e eles case nunca o admiten, e por iso que moitos adolescentes revo...","O problema é que ás veces a razón témola nós, e eles case nunca o admiten. É por isto que moitos adolescentes se rebelan e o que podía ser unha simple conversación doméstica convértese nunha grave discusión.",1
Na época da adolescencia é moi común que a xuventude sea abariciosa e non se den conta do que implica comprar certas cousas.,Na época da adolescencia é moi común que a mocidade sexa avariciosa e non se decaten do que implica mercar certas cousas.,Na época da adolescencia é moi común que a xuventude sexa avariciosa e non se dea conta do que implica comprar certas cousas.,1
"Por ultimo, cave destacar que e mais facil que un neno xogue ao futbol que so necesita un balón en vez de xogar o laboratorio que necesita ferramentas, polo que é mais facil que o futbol se achegue a mocidade.","Por último, cabe destacar que é máis fácil que un neno xoga ao fútbol que só precisa unha pelota en vez de xogar no laboratorio que require ferramentas, polo que é máis fácil que o fútbol se aproxime á mocidade.","Por último, cabe destacar que é máis fácil que un neno xogue ao futbol, que só necesita un balón, en vez de xogar ó laboratorio, que necesita ferramentas, polo que é máis fácil que o fútbol se achegue á mocidade.",1
A día de hoxe bombardéasenos con noticias vanais constantemente deixando totalmente de lado a cultura ou os novos descubrimentos científicos.,A día de hoxe bombardeánsenos con noticias vanas constantemente deixando totalmente de lado a cultura ou os novos descubrimentos científicos.,"A día de hoxe bombardéasenos con noticias banais constantemente, deixando totalmente de lado a cultura ou os novos descubrimentos científicos.",1
Nalgúns casos os pais teñen unha visión do que é mellor para o seu fillo incorrecto.,Nalgúns casos os pais teñen unha visión do que é mellor para o seu fillo incorrecta.,"Nalgúns casos, os pais teñen unha visión do que é mellor para o seu fillo incorrecta.",1
Co paso dos anos a xuventude cada vez sieguen a mais xente e queren ser coma eles.,Co paso do tempo a mocidade segue a atraer máis xente que quere imitarlles.,Co paso dos anos a xuventude cada vez segue a máis xente e quere ser coma ela.,1
"Esta é a razón pola que estou de acordo coa autora, porque calqueira pode soñar con ser futbolista ou modelo pero hai que saber soñar e saber escoller, pois a cultura xeralmente abre máis portas e non termina sendo tóxico para o coñecemento social tanto como o fai ese mundo do que tantos falan.","Esta é a razón pola que estou de acordo coa autora, porque calquera pode soñar con ser futbolista ou modelo pero hai que saber soñar e saber escoller, pois a cultura xeralmente abre máis portas e non remata sendo tóxica para o coñecemento social tanto coma ese mundo do que tantos falan.","Esta é a razón pola que estou de acordo coa autora, porque calquera pode soñar con ser futbolista ou modelo, pero hai que saber soñar e saber escoller, pois a cultura xeralmente abre máis portas e non termina sendo tóxica para o coñecemento social, tanto como o é ese mundo do que tantos falan.",1
Polo tanto a sociedade vai un pouco sen rumbo e debería abrirse máis aos seus verdadeiras preferencias o que levará a que se den a coñecer as persoas e as cousas que realmente son importantes.,"Polo tanto a sociedade vai un pouco sen rumbo e debería abrirse máis ás súas verdades preferencias, o cal levaría á luz as persoas e as cousas verdadeiramente importantes.","Polo tanto, a sociedade vai un pouco sen rumbo e debería abrirse máis aos súas verdadeiras preferencias, o que levará a que se dean a coñecer as persoas e as cousas que realmente son importantes.",1
"Para concluir, hai moitas casos de violencia contra os pais por eses argumentos que din.","Para concluír, hai moitos casos de violencia contra os pais por estes argumentos que din.","Para concluír, hai moitos casos de violencia contra os pais por eses argumentos que dei.",1
"Os conflitos familiares son moi peculiares en todas as familias, xa que todos teñen falta de fala, debido a que non intercambian conversas, polo tanto a familia non comprende o que lle pasa o fillo, nin el aos pais.","Os conflitos familiares son moi peculiares en todas as familias, xa que todos teñen falta de fala, debido a que non intercambian conversas, polo tanto a familia non comprende o que lle pasa ó fillo, nin el ós seus pais.","Os conflitos familiares son moi habituais en todas as familias, xa que todas teñen falta de comunicación, debido a que non intercambian conversas. polo tanto, a familia non comprende o que lle pasa ó fillo, nin el aos pais.",1
Hoxe en día os adolescentes cren que poden facer o que eles queiran e tratan a súa familia como lles veña en gana.,Hoxe en día os adolescentes cren que poden facer o que queren e tratan á súa familia coma lles veña en gana.,Hoxe en día os adolescentes cren que poden facer o que eles queiran e tratan a súa familia como se lles veña en gana.,1
"Ademais da violencia física tamén está a psicolóxica que soen estar ligadas nestes tipo de casos, nos que estes adolescentes incontrolables manipulan aos demáis.","Ademais da violencia física tamén está a psicoloxía que soen estar ligada nestes tipos de casos, onde estes adolescentes descontrolados manipulan ós demais.","Ademais da violencia física, tamén está a psicolóxica, que adoitan estar ligadas neste tipo de casos, nos que estes adolescentes incontrolables manipulan aos demais.",1
"Como ela mismo di, o feito de que a infancia e a mocidade soñe con ser futbolista ou modelo non é algo do que sentirse verdadeiramente orgulloso.","Como ela mesma di, o feito de que a infancia e a mocidade soñen con ser futbolista ou modelo non é algo do que se sinta verdadeiramente orgullosa.","Como ela mesma di, o feito de que a infancia e a mocidade soñe con ser futbolista ou modelo non é algo do que sentirse verdadeiramente orgulloso.",1
"Ben, é realmente triste que a xente nova de hoxe en día, pense que vai ter unha vida máis fácil polo feito de ser coñecido por todo o mundo e facer algo para o que vales xa sen estudar.","Ben, é realmente triste que a xente nova de hoxe en día, pense que vai ter unha vida máis fácil polo feito de ser coñecida por todo o mundo e facer algo para o que vales xa sen estudar.","Ben, é realmente triste que a xente nova de hoxe en día, pense que vai ter unha vida máis fácil polo feito de ser coñecida por todo o mundo e facer algo para o que vales xa sen estudar.",0
"Hai que deixarse de sensacionalismo e pensar no ben común non en facerse rico pola cara, porque ao final isto o que fomenta é un futuro cheo de xente inculta coa súa fama frustrada.","Hai que deixase de sensacionalismo e pensar no ben común non en hacerse rico pola cara, porque ao final isto o que fomenta é un futuro cheo de xente inculta coa súa fame frustrada.","Hai que deixarse de sensacionalismo e pensar no ben común, non en facerse rico pola cara, porque ao final isto o que fomenta é un futuro cheo de xente inculta coa súa fama frustrada.",1
Neste caso e observando o que expón a autora situome no seu bando.,Neste caso e observando o que expón a autora situome no seu bando.,"Neste caso, e observando o que expón a autora, sitúome no seu bando.",1
"Tamén comezamos a xogar ó fútbol e a velo, comezamos a ter a consciencia de que esa xente que sae na tele dándolle patadas a un balón gaña o dobre ou incluso o triple ca os nosos pais.","Tamén comezamos a xogar ó fútbol e a velo, comezamos a ter a consciencia de que esa xente que sae na tele dándolles patacas a un balón gañan o dobre ou mesmo o triplo dos nosos pais.","Tamén comezamos a xogar ó fútbol e a velo, comezamos a ter a consciencia de que esa xente que sae na tele dándolle patadas a un balón gaña o dobre ou incluso o triplo ca os nosos pais.",1
Na miña opinión esto e unha auténtica locura.,Na miña opinión isto é unha auténtica loucura.,"Na miña opinión, isto é unha auténtica loucura.",1
"A mocidade e a infancia soña con ser futbolista ou modelo xa que, baixo a miña opinión, eso é o que nos mostran dende que somos cativos.","A mocidade e a infancia soñan cos ser futbolista ou modelo xa que, baixo a miña opinión, iso é o que nos mostran desde que somos cativos.","A mocidade e a infancia soña con ser futbolista ou modelo, xa que, baixo a miña opinión, iso é o que nos mostran dende que somos cativos.",1
Penso que vale moito máis unha mente sana nun corpo sán que a beleza exterior.,Penso que vale moito máis unha mente saudable nun corpo sa do que a beleza externa.,Penso que vale moito máis unha mente sa nun corpo san que a beleza exterior.,1
"Debido a esto, moitos dos xovenes creen que poden chegar a un nivel semellante pero a realidade e que moitos non poderan chegar ao nivel destes xogadores profesionais.","Debido a isto, moitos dos mozos cren que poden chegar a un nivel similar pero a realidade é que moitos non poderán chegar ao nivel deses xogadores profesionais.","Debido a isto, moitos dos mozos cren que poden chegar a un nivel semellante, pero a realidade é que moitos non poderán chegar ao nivel destes xogadores profesionais.",1
"Por iso, a comprensión e a paciencia son o máis importante.","Por iso, a comprensión e a paciencia son o máis importantes.","Por iso, a comprensión e a paciencia son o máis importante.",1
A maioría deles non acabaran sendo nada diso.,A maioría deles non acabarían sendo nada diso.,A maioría deles non acabarán sendo nada diso.,1
Débese en boa parte ao consentimento dos pais e a mala educación que provoca isto nos fillos.,Debe en boa parte o consentimento dos pais e a mala educación que provoca isto nos fillos.,Débese en boa parte ao consentimento dos pais e á mala educación que provoca isto nos fillos.,1
"Hoxe en día as novas xeracións, traen consigo unha mentalidade un pouco distorsionada do que é realmente o mundo, quizás sexa porque o mundo cambiou con respecto as máis vellas xeracións, xa que nestes momentos, estamos todos moi implicados nos mundos da moda ou do fútbol.","Hoxe en día as novas xeracións, traen consigo unha mentalidade un pouco distorsionada do que é realmente o mundo, quizais sexa porque o mundo cambiou con respecto ás máis vellas xeracións, xa que nestes momentos, estamos todos moi implicados no mundo da moda ou do fútbol.","Hoxe en día as novas xeracións, traen consigo unha idea un pouco distorsionada do que é realmente o mundo; quizás sexa porque o mundo cambiou con respecto ás máis vellas xeracións, xa que, nestes momentos, estamos todos moi implicados nos mundos da moda ou do fútbol.",1
A roupa é a mesma pero de diferentes prezos según a marca ou o lugar.,A roupa é a mesma pero de diferentes prezos segundo a marca ou o lugar.,"A roupa é a mesma, pero de diferentes prezos segundo a marca ou o lugar.",1
"Os nosos pais sempre queren que teñamos as mellores cousas, pero sempre tendo en conta o soldo que gaña cada un.","Os nosos pais sempre queren que teñamos as mellores cousas, mais sempre tendo en conta o soldo que gañan cada un.","Os nosos pais sempre queren que teñamos as mellores cousas, pero sempre tendo en conta o soldo que gaña cada un.",1
da cultura e o esforzo diario.,da cultura e do esforzo diario.,da cultura e o esforzo diario.,1
"Non sempre, pero si hai un tempo, a televisión está chea de pasarelas, concursos de beleza, etc... As rapazas ao ver a estás ""princesas"" andando non dubidan en intentar ser coma elas.","Non sempre, senón que hai un tempo, a televisión está chea de pasarelas, concursos de beleza, etc… As rapazas ao ver estas “princesas” andan non dubidan en tentar ser como elas.","Non sempre, pero si desde hai un tempo, a televisión está chea de pasarelas, concursos de beleza, etc.... As rapazas, ao ver a estas ""princesas"" andando, non dubidan en intentar ser coma elas,",1
As veces existen diferencias entre pais e fillos como estas.,As veces existen diferenças entre pais e fillos coma esta.,Ás veces existen diferenzas entre pais e fillos como estas.,1
"Este suceso, cada vez máis frecuente, é un reflexo perfecto da situación actual, e a toxicidade producida por, maioritariamente, os medios de comunicación.","Este suceso, cada vez máis frecuente, é un reflexo perfecto da situación actual, e a toxicidade producida polos medios de comunicación.","Este suceso, cada vez máis frecuente, é un reflexo perfecto da situación actual, e da toxicidade producida por, maioritariamente, os medios de comunicación.",1
"Cada vez danse máis os casos de conflictos familiares, un tema que non se lle soe dar moita importancia pero que afecta moito nestes ámbitos familiares.","Cada vez danse máis os casos de conflitos familiares, un tema que non se lle costuma dar demasiada importancia mais que afecta moito nestas áreas familiares.","Cada vez danse máis os casos de conflitos familiares, un tema ao que non se lle adoita dar moita importancia, pero que afecta moito nestes ámbitos familiares.",1
A sociedade non pode pensar nun traballo como o futbol e modelo porque con iso non se chega a ningún lado sé se quere que a economía e a sociedade do pais mellore.,A sociedade non pode pensar nun traballo coma o fútbol e o modelo porque con iso non se chega a ningún lado se se quere que a economía e a sociedade do país melloren.,A sociedade non pode pensar nun traballos como o de fútbol e modelo porque con iso non se chega a ningún lado se se quere que a economía e a sociedade do país mellore.,1
"Dende as orixes da humanidade, o feito de comer é algo indiscutiblemente necesario para a nosa vivencia.","Dende as orixes da humanidade, o feito de comer é algo indiscutibelmente necesario para a nosa vivencia.","Dende as orixes da humanidade, o feito de comer é algo indiscutiblemente necesario para a nosa supervivencia.",1
"Na nosa sociedade, tanto o consumismo como a produtividade teñen moita importancia, xa que todas as persoas son consumidoras cando mercan algo, e detrás deste consumismo atópanse numerosas industrias encargadas da produtividade.","Na nosa sociedade, tanto o consumismo coma a produtividade teñen moita importancia, xa que todas as persoas son consumidoras cando compran algo, e detrás deste consumismo están numerosas industrias encargadas da produtividade.","Na nosa sociedade, tanto o consumo como a produción teñen moita importancia, xa que todas as persoas son consumidoras cando mercan algo, e detrás deste consumo atópanse numerosas industrias encargadas da produción.",1
"Esta situación de crise afecta directamente ao consumismo, que nos últimos anos estase reducindo como consecuencia da necesidade de aforrar.","Esta situación de crise afecta directamente o consumismo, que nos últimos anos estase reducindo como consecuencia da necesidade de aforrar.","Esta situación de crise afecta directamente ao consumo, que nos últimos anos se está reducindo como consecuencia da necesidade de aforrar.",1
"En canto a produtividade, o descenso do consumismo tamén está provocando un leve descenso desta, observable no aumento do paro, o que tamén provoca que as familias aforren o máximo diñeiro posible por se algún dos membros queda sen traballo.","En canto á produtividade, o descenso do consumismo tamén está provocando un leve descenso dela, observable no aumento do paro, o cal tamén provoca que as familias aforren o máximo diñeiro posible por se algún deles fica sen traballo.","En canto á produción, o descenso do consumo tamén está provocando un leve descenso desta, observable no aumento do paro, o que tamén provoca que as familias aforren o máximo diñeiro posible por se algún dos membros queda sen traballo.",1
"Isto provoca o chamado ""círculo vicioso"", no que o consumismo e a produtividade cada vez descenden máis e nos aforramos todo o posible, o que provoca que o consumismo e a produtividade descendan, un círculo do que, hoxe en día, parece difícil saír del","Isto provoca o chamado “círculo vicioso”, no que o consumismo e a produtividade cada vez descenden máis e nos aforramos todo o posible, o que provoca que o consumismo e a produtividade descendan, un círculo do que, hoxe en día, parece difícil saír del ©","Isto provoca o chamado ""círculo vicioso"", no que o consumo e a produción cada vez descenden máis e nós aforramos todo o posible, o que provoca que o consumo e a produción descendan; un círculo do que, hoxe en día, parece difícil saír del.",1
"O mundo funciona coa producción e a consumición, tanto aplicado as persoas como os animais.","O mundo funciona coa produción e a consumo, tanto aplicada ás persoas coma aos animais.","O mundo funciona coa produción e o consumo, tanto aplicado ás persoas como ós animais.",1
"Actualmente, a situación da crise económica, causou moitos estragos na producción e no consumismo.","Actualmente, a situación da crise económica, causou moitos estragos na produción e no consumo.","Actualmente, a situación da crise económica, causou moitos estragos na produción e no consumo.",0
"A diminución salarial, o aumento de paro,... fai que as persoas teñan menos diñeiro, chegando a situacións de pobreza, que dificulta o consumismo provocando falta de colleitas e diminución da produción agrícola; se a iso sumámoslle o cambio climático a situación pode chegar a ser catastrófica nun futuro.","A diminución salarial, o aumento do desemprego,... fan que as persoas teñan menos cartos, chegando a situacións de pobreza, que dificulten o consumo provocando fame e diminuíndo a produción agrícola; se á iso lle sumamos o cambio climático a situación pode chegar a ser catastrófica nun futuro.","A diminución salarial, o aumento de paro,... fan que as persoas teñan menos diñeiro, chegando a situacións de pobreza, que dificultan o consumo, provocando falta de colleitas e diminución da produción agrícola; se a iso lle sumamos o cambio climático, a situación pode chegar a ser catastrófica nun futuro.",1
"É moi difícil atopar un caso de supervivencia sen el, sobre todo, se falamos dos países occidentais e máis desenvoltos nos que é imposible atopalos.","É moi difícil atopar un caso de supervivencia sen el, especialmente, se falamos dos países occidentais e máis desenvolvidos nos que é practicamente imposíbel atopalo.","É moi difícil atopar un caso de supervivencia sen el, sobre todo, se falamos dos países occidentais e máis desenvolvidos, nos que é imposible atopalos.",1
Nos medios de comunicación son continuos os anuncios e as mensaxes que nos conlevan a consumir e a converternos plenamente nunha sociedade capitalista.,Nos medios de comunicación son continuos os anuncios e as mensaxes que nos invitan a consumir e a convertirnos plenamente nunha sociedade capitalista.,Nos medios de comunicación son continuos os anuncios e as mensaxes que nos implican a consumir e a converternos plenamente nunha sociedade capitalista.,1
"O coñecemento, o esforzo, a cultura e o traballo duro; e non deixarnos ir polo camino que impartese só pola fama e riqueza.","O coñecemento, o esforzo, a cultura e o traballo duro; e non deixármonos ir polo camiño que impónse só pola fame e riqueza.","o coñecemento, o esforzo, a cultura e o traballo duro; e non deixarnos ir polo camiño que se imparte só pola fama e a riqueza.",1
"Na miña opinión, ambas partes na maioría dos casos teñen a súa parte de razón, tanto pais como fillos.","Na miña opinión, ambas partes na maioría dos casos teñen a súa parte de razón, tanto pais coma fillos.","Na miña opinión, ambas as partes na maioría dos casos teñen a súa parte de razón, tanto pais como fillos.",1
"O propósito que ten o autor con este texto e mostrarnos os problemas familiares, entre pais e os seus fillos, cando son adolescentes.","O propósito que ten o autor deste texto é mostranos os problemas familiares, entre pais e os seus fillos, cando son adolescentes.","O propósito que ten o autor con este texto é mostrarnos os problemas familiares, entre os pais e os seus fillos, cando son adolescentes.",1
Cando lle preguntas a un neno que quere ser de maior a maioría responde con futbolista.,Cando lle preguntas a un neno que quere ser de maior a maioría responden con futbolista.,"Cando lle preguntas a un neno que quere ser de maior, a maioría responde con futbolista.",1
"Mentres tanto os medicos, os cales traballaron duramente para chegar a onde estan (moitos máis que calquer futbolista) cuns estudios avanzados, non ganan nin a mitade que algúns destes deportistas e son moito máis irrecoñecidos (existindo futbolistas que non teñen nin a ESO).","Mentres tanto os médicos, os cales traballaron arduamente para chegar a onde están (moitos máis ca ningún futbolista) cunos estudos avanzados, non gañan nin á metade do que gañarán algúns deses deportistas e son moito menos recoñecibles (existiendo futbolistas que nin sequera remataron o ensino secundario obrigatorio).","Mentres tanto, os médicos, os cales traballaron duramente para chegar a onde están (moito máis que calquera futbolista), cuns estudos avanzados, non ganan nin a metade que algúns destes deportistas e son moito máis descoñecidos (existindo futbolistas que non teñen nin a ESO).",1
O mesmo pasa cos rapaces ao ver ao seu correspondente equipo xogar pola televisión.,O mesmo pasa cos rapaces ao ver o seu correspondente equipo xogar pola televisión.,O mesmo pasa cos rapaces ao ver o seu correspondente equipo xogar pola televisión.,0
"É moi triste a forma actual de educar aos adolescentes en liñas xerais, pois penso que as recompensas deberían ir precedidas dalgún esforzo, como ocurre normalmente.","É moi triste a forma actual de educar ós adolescentes en liñas xerais, pois penso que as recompensas deberían ir precedidas dun esforzo, coma ocorre normalmente.","É moi triste a forma actual de educar os adolescentes en liñas xerais, pois penso que as recompensas deberían ir precedidas dalgún esforzo, como ocorre normalmente.",1
"A televisión xa véndenos a parte boa da situación como, por exemplo, un fichaje de fútbol por millóns de euros ou un desfile dun modelo no que gaña moito diñeiro.","A televisión xa nos vénde a parte boa da situación coma, por exemplo, un ficheixe de fútbol por millóns de euros ou un desfiles dun modelo no que gañe moito diñeiro.","A televisión xa nos vende a parte boa da situación como, por exemplo, unha fichaxe de fútbol por millóns de euros ou un desfile dun modelo no que gaña moito diñeiro.",1
Esta situación que estase a dar no texto seguramente pasoulle a calquer nai o pai que vivan xuntos xa que moitas veces por exemplo teño preguntado a miña nai se podía comprar algo é como me dicía que non ía onde estivera meu pai a a preguntarllo a él.,"Esta situación que se está a dar no texto seguramente pasou a calquera nai ou pai que viven xuntas xa que moitas veces, por exemplo, tiven que preguntarlle á miña nai se podía mercar algo e ela respondíame que non ía onde estivese o meu pai para lle preguntarllo a el.","Esta situación que se está a dar no texto seguramente pasoulle a calquera nai ou pai que vivan xuntos, xa que moitas veces, por exemplo, teño preguntado a miña nai se podía comprar algo e, como me dicía que non, ía onde estivera meu pai a a preguntarllo a el.",1
"Moitos deportistas, ademais, recoñecen que case non teñen estudos e chegaron ahí unicamente porque a alguén gustoulle como xogaba a ese deporte.","Moito deportista, ademais, recoñece que case non ten estudos e chegou aí unicamente porque a alguén lle gustaba como xogara a ese deporte.","Moitos deportistas, ademais, recoñecen que case non teñen estudos e chegaron aí unicamente porque a alguén lle gustou como xogaban a ese deporte.",1
"Respecto aos conflitos familiares, dou por sentado que este conflito trátase de que a nai de Vanesa non lle deu diñeiro para comprar roupa ou que non lle deixou ir a comprala; polo que chamou ao pai.","Respectaos conflitos familiares, dou por suposto que este conflito trata de que a nai de Vanessa non lle deu cartos para mercar roupa ou que non lle permitiu saír a mercala; polo tanto, chamou o seu pai.","Respecto aos conflitos familiares, dou por sentado que este conflito se trata de que a nai de Vanesa non lle deu diñeiro para comprar roupa ou que non lle deixou ir a comprala, polo que chamou ao pai.",1
"Por outra banda, a autora expón que na actualidade podese atopar xente galega destacando en diferentes campos culturais.","Por outra parte, a autora expón que na actualidade podemos encontrar xente galega destacando en diversos campos culturais.","Por outra banda, a autora expón que na actualidade se pode atopar xente galega destacando en diferentes campos culturais,",1
"A autora neste texto pretende mostrar que hoxe en día sábese moito das celebridades e dos famosos, sobre todo se o seu comportamento non é o máis axeitado pero descoñécese moitas cousas que teñen que ver coa cultura, son cousas que parece que a ninguén lle interesan.","A autora deste texto pretende mostrar que hoxe en día sabémolo moito das celebridades e dos famosos, especialmente se o seu comportamento non é o máis axeitado mais descoñecemos moitas cousas que teñen que ver coa cultura, son cousas que parecen que a ninguén lles interesa.","A autora neste texto pretende mostrar que hoxe en día se sabe moito das celebridades e dos famosos, sobre todo se o seu comportamento non é o máis axeitado, pero descoñécese moitas cousas que teñen que ver coa cultura; son cousas que parece que a ninguén lle interesan.",1
"Outro punto a resaltar sería que os pais no deberían deixar que a rapaza fixese o que ela queira, xa que ese tipo de problemas familiares danse ao deixar aos fillos facer o que queiran sen impoñer ningún límite.","Outro punto a resaltar sería que os pais non deberían deixar que a rapaza fixese o que ela queira, xa que ese tipo de problemas familiares danse ao deixar aos fillos facer o que queiran sen impor ningún límite.","Outro punto a resaltar sería que os pais non deberían deixar que a rapaza fixese o que ela queira, xa que ese tipo de problemas familiares se dan ao deixar aos fillos facer o que queiran sen impoñer ningún límite.",1
"Eu tamén teño problemas, debido a que faltame conversas con eles, ademais de estar todo o día co móbil xogando a videoxogos, ainda que poderían ser xogos interactivos.","Eu tamén teño problemas, debido a que me faltan conversas con elas, ademais de estar todo o día co móbil xogando a videoxogos, aínda que poderían ser xogos interactivos.","Eu tamén teño problemas, debido a que me faltan conversas con eles, ademais de estar todo o día co móbil xogando a videoxogos, aínda que poderían ser xogos interactivos.",1
Xa que a outra persoa poderíalle sentar mal.,Xa que a outra persoa podería sentírselle mal.,xa que á outra persoa lle poderían sentar mal.,1
"Por sorte, esta etapa ""do pavo"", non dura moito más lonxe que os 18 anos, cando dámonos conta de que os nosos pais só queren o mellor para nós, e volvemos a sentirnos comprendidos.","Por sorte, esta etapa « do pavo », non dura moito máis alá dos 18 anos, cando damos conta de que os nosos pais só queren o mellor para nós, e volvese a sentirnos comprendidos.","Por sorte, esta etapa ""do pavo"", non dura moito máis alá que dos 18 anos, cando nos damos conta de que os nosos pais só queren o mellor para nós, e volvemos a sentirnos comprendidos.",1
"Cren que teñen máis poder sobre os demáis membros e que son eles os que mandan, por iso orixínanse este tipo de disputas.","Cren que teñen máis poder sobre os demais membros e que son eles os que mandan, por iso orixínanse este tipo de disputas.",Cren que teñen máis poder sobre os demais membros e que son eles os que mandan; por iso se orixinan este tipo de disputas.,1
"Deste xeito, é unha locura dicir que aqueles que están na súa infancia so queren ser futbolistas ou modelos xa que basta con preguntarlle a cinco nenos que queren ser de maiores para que un digache astronauta, outro bombeiro, outros dous digan superheroe e o quinto pense en ser actriz ou actor.","Deste xeito, é unha loucura dicir que aqueles que están na súa infancia só queren ser futbolistas ou modelos xa que abonda con preguntarlle a cinco nenos que queren ser de maiores para que un diga astronauta, outro bombeiro, outros dous digan superheroe e o quinto pense en ser actriz ou actor.","Deste xeito, é unha loucura dicir que aqueles que están na súa infancia só queren ser futbolistas ou modelos, xa que basta con preguntarlles a cinco nenos que queren ser de maiores para que un che diga astronauta, outro bombeiro, outros dous digan superheroe e o quinto pense en ser actriz ou actor.",1
"Principalmente cando dí que os xóvenes non pensamos mais cá no diñeiro fácil, na comodidade ou en ser futbolistas e modelos.","Principalmente cando di que os mozos non pensamos máis ca no diñeiro fácil, na comodidade ou en ser futbolistas e modelos.","principalmente cando di que os mozos non pensamos máis ca no diñeiro fácil, na comodidade ou en ser futbolistas e modelos.",1
Ademáis disto estas figuras públicas defenden moitas veces modelos de comportamento sexista e sen conciencia.,Ademais destas figuras públicas defienden moitos modelos de comportamento sexistas e sen consciencia.,"Ademais disto, estas figuras públicas defenden moitas veces modelos de comportamento sexista e sen conciencia.",1
"Pensan que eles o saben todo e que os seus pais só os queren molestar e que nunca, baixo ningún concepto éstes teñen a razón.","Pensan que eles o saben todo e que os seus pais só os queren molestar e que nunca, baixo ningún concepto, éstes teñen a razón.","Pensan que eles o saben todo e que os seus pais só os queren molestar e que nunca, baixo ningún concepto, estes teñen a razón.",1
Obsesionarse con ter o mellor físico ou con ser o que marca máis goles para resaltar sí é perxudicial.,Obsesionarse por ter o mellor físico ou por ser quen marque máis goles para destacar si é prexudicial.,Obsesionarse con ter o mellor físico ou con ser o que marca máis goles para resaltar si é prexudicial.,1
"En conclusión, é tarefa e responsabilidade de todos revertir esta situación, educando ós nosos fillos con sensibilidade e en igualdade, apoiando ademáis iniciativas que acerquen a educación a todas as clases sociais e non a convirtan nun luxo ao alcance de poucos.","En conclusión, é tarefa e responsabilidade de todos reverter esta situación, educando aos nosos fillos con sensibilidade e en igualdade, apoiando ademais iniciativas que acheguen a educación a todas as clases sociais e non á converta nunha luxuosa para uns cantos.","En conclusión, é tarefa e responsabilidade de todos reverter esta situación, educando ós nosos fillos con sensibilidade e en igualdade, apoiando ademais iniciativas que acerquen a educación a todas as clases sociais e non a convertan nun luxo ao alcance de poucos.",1
