input_corrector,output_corrector,tag,explanation
"Por ultimo, cave destacar que e mais facil que un neno xogue ao futbol que so necesita un balón en vez de xogar o laboratorio que necesita ferramentas, polo que é mais facil que o futbol se achegue a mocidade.","Por último, cabe destacar que é máis fácil que un neno xoga ao fútbol que só precisa unha pelota en vez de xogar no laboratorio que require ferramentas, polo que é máis fácil que o fútbol se aproxime á mocidade.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre ""cave"" e ""destacar"", e a incorrección gramatical en ""e mais facil"" e ""xogar o laboratorio""."
A día de hoxe bombardéasenos con noticias vanais constantemente deixando totalmente de lado a cultura ou os novos descubrimentos científicos.,A día de hoxe bombardeánsenos con noticias vanas constantemente deixando totalmente de lado a cultura ou os novos descubrimentos científicos.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “bombardéasenos” e “bombardeánsenos”.
Nalgúns casos os pais teñen unha visión do que é mellor para o seu fillo incorrecto.,Nalgúns casos os pais teñen unha visión do que é mellor para o seu fillo incorrecta.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “incorrecto” e “fillo”.
Co paso dos anos a xuventude cada vez sieguen a mais xente e queren ser coma eles.,Co paso do tempo a mocidade segue a atraer máis xente que quere imitarlles.,1,"O output_corrector non é adecuado porque introduciu erros no uso de verbos e no significado da oración, que non existían no input_corrector."
"Esta é a razón pola que estou de acordo coa autora, porque calqueira pode soñar con ser futbolista ou modelo pero hai que saber soñar e saber escoller, pois a cultura xeralmente abre máis portas e non termina sendo tóxico para o coñecemento social tanto como o fai ese mundo do que tantos falan.","Esta é a razón pola que estou de acordo coa autora, porque calquera pode soñar con ser futbolista ou modelo pero hai que saber soñar e saber escoller, pois a cultura xeralmente abre máis portas e non remata sendo tóxica para o coñecemento social tanto coma ese mundo do que tantos falan.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “calqueira” e “pode”, corrixindo a forma correcta a “calquera”."
Polo tanto a sociedade vai un pouco sen rumbo e debería abrirse máis aos seus verdadeiras preferencias o que levará a que se den a coñecer as persoas e as cousas que realmente son importantes.,"Polo tanto a sociedade vai un pouco sen rumbo e debería abrirse máis ás súas verdades preferencias, o cal levaría á luz as persoas e as cousas verdadeiramente importantes.",1,"O output_corrector non é adecuado porque introduciu un erro entre “verdades” e “preferencias”, que non existía no input_corrector."
"Para concluir, hai moitas casos de violencia contra os pais por eses argumentos que din.","Para concluír, hai moitos casos de violencia contra os pais por estes argumentos que din.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, corrixindo a forma verbal e o uso de artigos."
"Os conflitos familiares son moi peculiares en todas as familias, xa que todos teñen falta de fala, debido a que non intercambian conversas, polo tanto a familia non comprende o que lle pasa o fillo, nin el aos pais.","Os conflitos familiares son moi peculiares en todas as familias, xa que todos teñen falta de fala, debido a que non intercambian conversas, polo tanto a familia non comprende o que lle pasa ó fillo, nin el ós seus pais.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “o” e “fillo” e entre “el” e “os seus pais”.
Hoxe en día os adolescentes cren que poden facer o que eles queiran e tratan a súa familia como lles veña en gana.,Hoxe en día os adolescentes cren que poden facer o que queren e tratan á súa familia coma lles veña en gana.,0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a incorrección na forma de tratamento da familia."
"Ademais da violencia física tamén está a psicolóxica que soen estar ligadas nestes tipo de casos, nos que estes adolescentes incontrolables manipulan aos demáis.","Ademais da violencia física tamén está a psicoloxía que soen estar ligada nestes tipos de casos, onde estes adolescentes descontrolados manipulan ós demais.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de acento en “psicoloxía” e a corrección de “incontrolables” a “descontrolados”."
"Como ela mismo di, o feito de que a infancia e a mocidade soñe con ser futbolista ou modelo non é algo do que sentirse verdadeiramente orgulloso.","Como ela mesma di, o feito de que a infancia e a mocidade soñen con ser futbolista ou modelo non é algo do que se sinta verdadeiramente orgullosa.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “soñe” e “soñen”, e tamén corrixiu a concordancia de xénero entre “ella” e “orgullosa”."
"Ben, é realmente triste que a xente nova de hoxe en día, pense que vai ter unha vida máis fácil polo feito de ser coñecido por todo o mundo e facer algo para o que vales xa sen estudar.","Ben, é realmente triste que a xente nova de hoxe en día, pense que vai ter unha vida máis fácil polo feito de ser coñecida por todo o mundo e facer algo para o que vales xa sen estudar.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “coñecido” e “coñecida”.
"Hai que deixarse de sensacionalismo e pensar no ben común non en facerse rico pola cara, porque ao final isto o que fomenta é un futuro cheo de xente inculta coa súa fama frustrada.","Hai que deixase de sensacionalismo e pensar no ben común non en hacerse rico pola cara, porque ao final isto o que fomenta é un futuro cheo de xente inculta coa súa fame frustrada.",1,"O output_corrector non é adecuado porque introduciu un erro entre “deixase” e “sensacionalismo”, e tamén entre “hacerse” e “rico”, e “fame” en lugar de “fama”, que non existían no input_corrector."
Neste caso e observando o que expón a autora situome no seu bando.,Neste caso e observando o que expón a autora situome no seu bando.,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"Tamén comezamos a xogar ó fútbol e a velo, comezamos a ter a consciencia de que esa xente que sae na tele dándolle patadas a un balón gaña o dobre ou incluso o triple ca os nosos pais.","Tamén comezamos a xogar ó fútbol e a velo, comezamos a ter a consciencia de que esa xente que sae na tele dándolles patacas a un balón gañan o dobre ou mesmo o triplo dos nosos pais.",1,"O output_corrector non é adecuado porque o corrector introduciu un erro entre “dándolle” e “patacas”, e tamén entre “gaña” e “gañan”, e “ca” e “dos”, que non existían no input_corrector."
Na miña opinión esto e unha auténtica locura.,Na miña opinión isto é unha auténtica loucura.,1,"O output_corrector non é adecuado porque o corrector introduciu o erro de “e” a “é” e “locura” a “loucura”, que non existían no input_corrector."
"A mocidade e a infancia soña con ser futbolista ou modelo xa que, baixo a miña opinión, eso é o que nos mostran dende que somos cativos.","A mocidade e a infancia soñan cos ser futbolista ou modelo xa que, baixo a miña opinión, iso é o que nos mostran desde que somos cativos.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “soña” e “cos”, e tamén corrixu o erro de concordancia entre “dende” e “somos”."
Penso que vale moito máis unha mente sana nun corpo sán que a beleza exterior.,Penso que vale moito máis unha mente saudable nun corpo sa do que a beleza externa.,1,"O output_corrector non é adecuado porque introduciu erros no uso de “sán” e “saudable”, e tamén en “externa” en lugar de “exterior”, que non existían no input_corrector."
"Debido a esto, moitos dos xovenes creen que poden chegar a un nivel semellante pero a realidade e que moitos non poderan chegar ao nivel destes xogadores profesionais.","Debido a isto, moitos dos mozos cren que poden chegar a un nivel similar pero a realidade é que moitos non poderán chegar ao nivel deses xogadores profesionais.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a corrección de “xovenes” a “mozos” e a corrección de “creen” a “cren”, así como a corrección de “semellante” a “similar” e a corrección de “poderan” a “poderán”."
"Por iso, a comprensión e a paciencia son o máis importante.","Por iso, a comprensión e a paciencia son o máis importantes.",0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
A maioría deles non acabaran sendo nada diso.,A maioría deles non acabarían sendo nada diso.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “acabaran” e “serían”.
Débese en boa parte ao consentimento dos pais e a mala educación que provoca isto nos fillos.,Debe en boa parte o consentimento dos pais e a mala educación que provoca isto nos fillos.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “Débese” e “en boa parte”.
"Hoxe en día as novas xeracións, traen consigo unha mentalidade un pouco distorsionada do que é realmente o mundo, quizás sexa porque o mundo cambiou con respecto as máis vellas xeracións, xa que nestes momentos, estamos todos moi implicados nos mundos da moda ou do fútbol.","Hoxe en día as novas xeracións, traen consigo unha mentalidade un pouco distorsionada do que é realmente o mundo, quizais sexa porque o mundo cambiou con respecto ás máis vellas xeracións, xa que nestes momentos, estamos todos moi implicados no mundo da moda ou do fútbol.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “quizás” e “sexas”, cambiando a forma correcta de expresar a dúbida a “quizais”."
A roupa é a mesma pero de diferentes prezos según a marca ou o lugar.,A roupa é a mesma pero de diferentes prezos segundo a marca ou o lugar.,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"Os nosos pais sempre queren que teñamos as mellores cousas, pero sempre tendo en conta o soldo que gaña cada un.","Os nosos pais sempre queren que teñamos as mellores cousas, mais sempre tendo en conta o soldo que gañan cada un.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “gaña” e “cada un”, cambiando a forma verbal correcta.”"
da cultura e o esforzo diario.,da cultura e do esforzo diario.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “o” e “esforzo”.
"Non sempre, pero si hai un tempo, a televisión está chea de pasarelas, concursos de beleza, etc... As rapazas ao ver a estás ""princesas"" andando non dubidan en intentar ser coma elas.","Non sempre, senón que hai un tempo, a televisión está chea de pasarelas, concursos de beleza, etc… As rapazas ao ver estas “princesas” andan non dubidan en tentar ser como elas.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de acento nos artigos e a corrección de verbos."
As veces existen diferencias entre pais e fillos como estas.,As veces existen diferenças entre pais e fillos coma esta.,1,"O output_corrector non é adecuado porque non se corrixeron os erros do input_corrector, como a falta de acento nas palabras ""diferencias"" e ""fillos"", e a incorrección na forma de expresar a relación entre pais e fillos."
"Este suceso, cada vez máis frecuente, é un reflexo perfecto da situación actual, e a toxicidade producida por, maioritariamente, os medios de comunicación.","Este suceso, cada vez máis frecuente, é un reflexo perfecto da situación actual, e a toxicidade producida polos medios de comunicación.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “por” e “polos”.
"Cada vez danse máis os casos de conflictos familiares, un tema que non se lle soe dar moita importancia pero que afecta moito nestes ámbitos familiares.","Cada vez danse máis os casos de conflitos familiares, un tema que non se lle costuma dar demasiada importancia mais que afecta moito nestas áreas familiares.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre ""danse"" e ""casos"" e a corrección de ""ámbitos"" a ""áreas""."
A sociedade non pode pensar nun traballo como o futbol e modelo porque con iso non se chega a ningún lado sé se quere que a economía e a sociedade do pais mellore.,A sociedade non pode pensar nun traballo coma o fútbol e o modelo porque con iso non se chega a ningún lado se se quere que a economía e a sociedade do país melloren.,0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre o singular e o plural, e a corrección de ""futbol"" a ""fútbol""."
"Dende as orixes da humanidade, o feito de comer é algo indiscutiblemente necesario para a nosa vivencia.","Dende as orixes da humanidade, o feito de comer é algo indiscutibelmente necesario para a nosa vivencia.",0,"O output_corrector é adecuado porque non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"Na nosa sociedade, tanto o consumismo como a produtividade teñen moita importancia, xa que todas as persoas son consumidoras cando mercan algo, e detrás deste consumismo atópanse numerosas industrias encargadas da produtividade.","Na nosa sociedade, tanto o consumismo coma a produtividade teñen moita importancia, xa que todas as persoas son consumidoras cando compran algo, e detrás deste consumismo están numerosas industrias encargadas da produtividade.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “o consumismo” e “coma”, e tamén corrixo o erro de “mercan” a “compran” e “atopar” a “están”."
"Esta situación de crise afecta directamente ao consumismo, que nos últimos anos estase reducindo como consecuencia da necesidade de aforrar.","Esta situación de crise afecta directamente o consumismo, que nos últimos anos estase reducindo como consecuencia da necesidade de aforrar.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “ao” e “consumismo”.
"En canto a produtividade, o descenso do consumismo tamén está provocando un leve descenso desta, observable no aumento do paro, o que tamén provoca que as familias aforren o máximo diñeiro posible por se algún dos membros queda sen traballo.","En canto á produtividade, o descenso do consumismo tamén está provocando un leve descenso dela, observable no aumento do paro, o cal tamén provoca que as familias aforren o máximo diñeiro posible por se algún deles fica sen traballo.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “a” e “produtividade” e entre “descenso desta” e “descenso dela”, corrixindo así a gramática."
"Isto provoca o chamado ""círculo vicioso"", no que o consumismo e a produtividade cada vez descenden máis e nos aforramos todo o posible, o que provoca que o consumismo e a produtividade descendan, un círculo do que, hoxe en día, parece difícil saír del","Isto provoca o chamado “círculo vicioso”, no que o consumismo e a produtividade cada vez descenden máis e nos aforramos todo o posible, o que provoca que o consumismo e a produtividade descendan, un círculo do que, hoxe en día, parece difícil saír del ©",1,"O output_corrector non é adecuado porque engadiu un erro de acentuación no final da oración, o que afecta a gramática da lingua galega."
"O mundo funciona coa producción e a consumición, tanto aplicado as persoas como os animais.","O mundo funciona coa produción e a consumo, tanto aplicada ás persoas coma aos animais.",1,"O output_corrector non é adecuado porque non se corrixeron os erros do input_corrector, como a falta de concordancia entre o singular e o plural."
"Actualmente, a situación da crise económica, causou moitos estragos na producción e no consumismo.","Actualmente, a situación da crise económica, causou moitos estragos na produción e no consumo.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “producción” e “consumo”.
"A diminución salarial, o aumento de paro,... fai que as persoas teñan menos diñeiro, chegando a situacións de pobreza, que dificulta o consumismo provocando falta de colleitas e diminución da produción agrícola; se a iso sumámoslle o cambio climático a situación pode chegar a ser catastrófica nun futuro.","A diminución salarial, o aumento do desemprego,... fan que as persoas teñan menos cartos, chegando a situacións de pobreza, que dificulten o consumo provocando fame e diminuíndo a produción agrícola; se á iso lle sumamos o cambio climático a situación pode chegar a ser catastrófica nun futuro.",1,"O output_corrector non é adecuado porque introduciu erros no input_corrector, como a substitución de “fai” por “fan”, que non é gramaticalmente correcto, e a introdución de “fame” en lugar de “falta de colleitas”, que altera o significado orixinal."
"É moi difícil atopar un caso de supervivencia sen el, sobre todo, se falamos dos países occidentais e máis desenvoltos nos que é imposible atopalos.","É moi difícil atopar un caso de supervivencia sen el, especialmente, se falamos dos países occidentais e máis desenvolvidos nos que é practicamente imposíbel atopalo.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “sobre todo” e “especialmente”, e tamén corrixiu a expresión “imposible atopalos” por “practicamente imposíbel atopalo”."
Nos medios de comunicación son continuos os anuncios e as mensaxes que nos conlevan a consumir e a converternos plenamente nunha sociedade capitalista.,Nos medios de comunicación son continuos os anuncios e as mensaxes que nos invitan a consumir e a convertirnos plenamente nunha sociedade capitalista.,0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “conlevan” e “invitan”, corrixindo a expresión para facela máis clara e gramaticalmente correcta."
"O coñecemento, o esforzo, a cultura e o traballo duro; e non deixarnos ir polo camino que impartese só pola fama e riqueza.","O coñecemento, o esforzo, a cultura e o traballo duro; e non deixármonos ir polo camiño que impónse só pola fame e riqueza.",1,"O output_corrector non é adecuado porque o corrector introduciu erros entre “deixarnos” e “ir”, e entre “fama” e “riqueza”, que non existían no input_corrector."
"Na miña opinión, ambas partes na maioría dos casos teñen a súa parte de razón, tanto pais como fillos.","Na miña opinión, ambas partes na maioría dos casos teñen a súa parte de razón, tanto pais coma fillos.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “pais” e “fillos”.
"O propósito que ten o autor con este texto e mostrarnos os problemas familiares, entre pais e os seus fillos, cando son adolescentes.","O propósito que ten o autor deste texto é mostranos os problemas familiares, entre pais e os seus fillos, cando son adolescentes.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “con” e “este texto” e corrixiu a oración para mellorar a clareza.
Cando lle preguntas a un neno que quere ser de maior a maioría responde con futbolista.,Cando lle preguntas a un neno que quere ser de maior a maioría responden con futbolista.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “responde” e “con futbolista”.
"Mentres tanto os medicos, os cales traballaron duramente para chegar a onde estan (moitos máis que calquer futbolista) cuns estudios avanzados, non ganan nin a mitade que algúns destes deportistas e son moito máis irrecoñecidos (existindo futbolistas que non teñen nin a ESO).","Mentres tanto os médicos, os cales traballaron arduamente para chegar a onde están (moitos máis ca ningún futbolista) cunos estudos avanzados, non gañan nin á metade do que gañarán algúns deses deportistas e son moito menos recoñecibles (existiendo futbolistas que nin sequera remataron o ensino secundario obrigatorio).",1,"O output_corrector non é adecuado porque introduciu varios erros que non existían no input_corrector, como a falta de concordancia entre ""médicos"" e ""cales"", e a incorrección en ""cunos"" e ""recoñecibles""."
O mesmo pasa cos rapaces ao ver ao seu correspondente equipo xogar pola televisión.,O mesmo pasa cos rapaces ao ver o seu correspondente equipo xogar pola televisión.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “ao” e “o seu”.
"É moi triste a forma actual de educar aos adolescentes en liñas xerais, pois penso que as recompensas deberían ir precedidas dalgún esforzo, como ocurre normalmente.","É moi triste a forma actual de educar ós adolescentes en liñas xerais, pois penso que as recompensas deberían ir precedidas dun esforzo, coma ocorre normalmente.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “aos” e “adolescentes” e tamén corrixiu a forma incorrecta de “dalgún” por “dun”.
"A televisión xa véndenos a parte boa da situación como, por exemplo, un fichaje de fútbol por millóns de euros ou un desfile dun modelo no que gaña moito diñeiro.","A televisión xa nos vénde a parte boa da situación coma, por exemplo, un ficheixe de fútbol por millóns de euros ou un desfiles dun modelo no que gañe moito diñeiro.",1,"O output_corrector non é adecuado porque o corrector introduciu erros como a falta de concordancia entre o suxeito e o verbo, e a incorrección na forma de ""fichaje"" e ""desfile""."
Esta situación que estase a dar no texto seguramente pasoulle a calquer nai o pai que vivan xuntos xa que moitas veces por exemplo teño preguntado a miña nai se podía comprar algo é como me dicía que non ía onde estivera meu pai a a preguntarllo a él.,"Esta situación que se está a dar no texto seguramente pasou a calquera nai ou pai que viven xuntas xa que moitas veces, por exemplo, tiven que preguntarlle á miña nai se podía mercar algo e ela respondíame que non ía onde estivese o meu pai para lle preguntarllo a el.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a corrección de ""preguntado"" a ""preguntarlle""."
"Moitos deportistas, ademais, recoñecen que case non teñen estudos e chegaron ahí unicamente porque a alguén gustoulle como xogaba a ese deporte.","Moito deportista, ademais, recoñece que case non ten estudos e chegou aí unicamente porque a alguén lle gustaba como xogara a ese deporte.",1,"O output_corrector non é adecuado porque introduciu un erro entre “Moitos” e “deportista”, que debería ser plural, e tamén entre “chegou” e “aí”, que debería ser “chegaron”."
"Respecto aos conflitos familiares, dou por sentado que este conflito trátase de que a nai de Vanesa non lle deu diñeiro para comprar roupa ou que non lle deixou ir a comprala; polo que chamou ao pai.","Respectaos conflitos familiares, dou por suposto que este conflito trata de que a nai de Vanessa non lle deu cartos para mercar roupa ou que non lle permitiu saír a mercala; polo tanto, chamou o seu pai.",1,"O output_corrector non é adecuado porque introduciu erros como a falta de concordancia entre ""Respectaos"" e ""conflitos familiares"", e a incorrección en ""cartos"" en lugar de ""diñeiro"". Ademais, ""Vanessa"" debería ser ""Vanesa"" para manter a concordancia."
"Por outra banda, a autora expón que na actualidade podese atopar xente galega destacando en diferentes campos culturais.","Por outra parte, a autora expón que na actualidade podemos encontrar xente galega destacando en diversos campos culturais.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “banda” e “parte”, e tamén corrixiu a forma verbal “podese” a “podemos” e “atopar” a “encontrar”, mellorando a expresión."
"A autora neste texto pretende mostrar que hoxe en día sábese moito das celebridades e dos famosos, sobre todo se o seu comportamento non é o máis axeitado pero descoñécese moitas cousas que teñen que ver coa cultura, son cousas que parece que a ninguén lle interesan.","A autora deste texto pretende mostrar que hoxe en día sabémolo moito das celebridades e dos famosos, especialmente se o seu comportamento non é o máis axeitado mais descoñecemos moitas cousas que teñen que ver coa cultura, son cousas que parecen que a ninguén lles interesa.",1,"O output_corrector non é adecuado porque introduciu varios erros, como a falta de concordancia entre o suxeito e o verbo, e a incorrecta utilización de ""sabémolo"" en lugar de ""sabemos"". Ademais, a oración resultante é confusa e non clara."
"Outro punto a resaltar sería que os pais no deberían deixar que a rapaza fixese o que ela queira, xa que ese tipo de problemas familiares danse ao deixar aos fillos facer o que queiran sen impoñer ningún límite.","Outro punto a resaltar sería que os pais non deberían deixar que a rapaza fixese o que ela queira, xa que ese tipo de problemas familiares danse ao deixar aos fillos facer o que queiran sen impor ningún límite.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “impoñer” e “ningún límite”.
"Eu tamén teño problemas, debido a que faltame conversas con eles, ademais de estar todo o día co móbil xogando a videoxogos, ainda que poderían ser xogos interactivos.","Eu tamén teño problemas, debido a que me faltan conversas con elas, ademais de estar todo o día co móbil xogando a videoxogos, aínda que poderían ser xogos interactivos.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “faltame” e “elas”, corrixendo a concordancia verbal."
Xa que a outra persoa poderíalle sentar mal.,Xa que a outra persoa podería sentírselle mal.,0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “poderíalle” e “sentar”, corrixindo a concordancia verbal."
"Por sorte, esta etapa ""do pavo"", non dura moito más lonxe que os 18 anos, cando dámonos conta de que os nosos pais só queren o mellor para nós, e volvemos a sentirnos comprendidos.","Por sorte, esta etapa « do pavo », non dura moito máis alá dos 18 anos, cando damos conta de que os nosos pais só queren o mellor para nós, e volvese a sentirnos comprendidos.",1,"O output_corrector non é adecuado porque introduciu un erro entre « volvemos » e « comprendidos », que non existía no input_corrector."
"Cren que teñen máis poder sobre os demáis membros e que son eles os que mandan, por iso orixínanse este tipo de disputas.","Cren que teñen máis poder sobre os demais membros e que son eles os que mandan, por iso orixínanse este tipo de disputas.",0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"Deste xeito, é unha locura dicir que aqueles que están na súa infancia so queren ser futbolistas ou modelos xa que basta con preguntarlle a cinco nenos que queren ser de maiores para que un digache astronauta, outro bombeiro, outros dous digan superheroe e o quinto pense en ser actriz ou actor.","Deste xeito, é unha loucura dicir que aqueles que están na súa infancia só queren ser futbolistas ou modelos xa que abonda con preguntarlle a cinco nenos que queren ser de maiores para que un diga astronauta, outro bombeiro, outros dous digan superheroe e o quinto pense en ser actriz ou actor.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “locura” e “só”, e tamén corrixo a forma verbal “basta” por “abonda”."
"Principalmente cando dí que os xóvenes non pensamos mais cá no diñeiro fácil, na comodidade ou en ser futbolistas e modelos.","Principalmente cando di que os mozos non pensamos máis ca no diñeiro fácil, na comodidade ou en ser futbolistas e modelos.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “xóvenes” e “dím” e entre “ca” e “diñeiro”.
Ademáis disto estas figuras públicas defenden moitas veces modelos de comportamento sexista e sen conciencia.,Ademais destas figuras públicas defienden moitos modelos de comportamento sexistas e sen consciencia.,0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, corrixindo a forma incorrecta de “ademáis” e “defenden”."
"Pensan que eles o saben todo e que os seus pais só os queren molestar e que nunca, baixo ningún concepto éstes teñen a razón.","Pensan que eles o saben todo e que os seus pais só os queren molestar e que nunca, baixo ningún concepto, éstes teñen a razón.",0,"O output_corrector é adecuado porque non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
Obsesionarse con ter o mellor físico ou con ser o que marca máis goles para resaltar sí é perxudicial.,Obsesionarse por ter o mellor físico ou por ser quen marque máis goles para destacar si é prexudicial.,1,O output_corrector non é adecuado porque introduciu un erro entre “Obsesionarse” e “por” e tamén entre “ser quen” e “marque”.
"En conclusión, é tarefa e responsabilidade de todos revertir esta situación, educando ós nosos fillos con sensibilidade e en igualdade, apoiando ademáis iniciativas que acerquen a educación a todas as clases sociais e non a convirtan nun luxo ao alcance de poucos.","En conclusión, é tarefa e responsabilidade de todos reverter esta situación, educando aos nosos fillos con sensibilidade e en igualdade, apoiando ademais iniciativas que acheguen a educación a todas as clases sociais e non á converta nunha luxuosa para uns cantos.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “reverter” e “educando”, e tamén corrixu o erro entre “ademáis” e “acheguen”, así como o erro de concordancia entre “luxuosa” e “uns cantos”."
"A todo o mundo lle gusta o deporte e ter un bó físico pero é complicado chegar a xogar ao futbol profesionalmente, ainda que a quén non lle gustaría gañar mais diñeiro so facendo deporte e xogar con outros grandes xogadores de futbol.","A todo o mundo lle gusta o deporte e ter un bo físico pero é complicado chegar a xogar ao fútbol profesionalmente, aínda que á quen non lle gustaría gañar máis cartos só facendo deporte e xogando cos outros grandes xogadores do fútbol.",1,"O output_corrector non é adecuado porque introduciu varios erros, como a falta de concordancia entre ""bó"" e ""físico"", e a incorrección en ""aínda que á quen"" en lugar de ""a quen"". Ademais, ""fútbol"" debe ser ""fútbol"" en ambos casos, e ""cartos"" debe ser ""diñeiro"". Estes erros non existían no input_corrector."
"Sí, digo fogares porque aunque únicamente viva alí un adolescente, afecta a toda a familia.","Sí, digo fogares porque aínda que unicamente viva aí un adolescente, afecta a toda a familia.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “aunque” e “únicamente”.
"Os adolescentes, tanto mozos como mozas, están nunha etapa de transición de rapaces a mulleres e homes, polo que ás veces non se entenden nin sequera a sí mesmos.","Os adolescentes, tanto mozos coma mozas, están nunha etapa de transición de rapazas a mulleres e homes, polo que ás veces non se entenden nin sequera a si mesmos.",1,"O output_corrector non é adecuado porque o corrector introduciu o erro entre “rapaces” e “mulleres”, que debería ser “rapazas”, e tamén entre “sí mesmos” e “a si mesmos”, que debería ser “a sí mesmos”."
"Tendo en conta o sistema de producción e de saída ao mundo laboral, as persoas teñen que saber aforrar os seus cartos para a súa hipotética jubilación.","Tendo en conta o sistema de produción e de saída ao mundo laboral, as persoas teñen que saber aforrar os seus cartos para a súa hipotética xubilación.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “producción” e “xubilación”.
"Por exemplo, no caso dos animais, temos os organismos productores (prantas e algas) que proporcionan oxíxeno e alimento para que os consumidores primarios se beneficien e así sucesivamente.","Por exemplo, nos casos dos animais, temos os organismos produtores (plantas e algas) que proporcionan oxi...",1,"O output_corrector non é adecuado porque o corrector introduciu un erro entre “oxíxeno” e “alimento” e tamén entre “nos” e “casos”, e non se mantivo a corrección de “prantas” a “plantas”."
"Estamos bombardeados continuamente de publicidad que si por unha parte informan dos novos servizos, empresas e productos por outra crean necesidades, en moitos casos absurdas.","Estamos bombardeados continuamente de publicidade que, por unha banda, nos informa sobre novos servizos, empresas e produtos; pero, pola outra, crea necesidades, moitas veces innecesarias.",1,"O output_corrector non é adecuado porque introduciu un erro entre “publicidade” e “que”, e tamén entre “moitas veces” e “innecesarias”, que non existían no input_corrector."
Esta nova no mercado crea grandes cambios no mundo da producción.,Esta nova no mercado crea grandes cambios no mundo da produción.,1,"O output_corrector non é adecuado porque non se modificou o input_corrector, o cal contén un erro entre “producción” e “produción”."
"Tódalas persoas somos consumistas xa que dende que nacemos estamos continuamente comprando artículos xa sexan dedicados á nosa alimentación, ao noso vestiario, ao noso pracer e ocio etc. Pero poucas veces pensamos que para consumir eses productos que nos tanto queremos ten que haber alguén que previamente os producise.","Tódalas persoas somos consumistas xa que dende que nacemos estamos continuamente comprando artigos xa sexan dedicados á nosa alimentación, ao noso vestiario, ao noso pracer e ocio etc. Pero poucas veces pensamos que para consumir eses produtos que nos tantísimo queremos ter que haxa alguén que previamente os produza.",1,"O output_corrector non é adecuado porque o corrector introduciu un erro entre “queremos” e “ten” e tamén entre “queremos” e “ter”, que non existían no input_corrector."
